Id,ActionName,EntityName,EntityId,Description,UserId,IpAddress,UserAgent,TokenExpiresAt,Metadata,Timestamp,ProcessingTimeMs,UserFullName
5472,UserLoggedIn,Squadron,4.0,Annual academic year data was synchronized.,6.0,252.90.229.62,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2023-11-08 13:28:45,"{""statusCode"": 200, ""ip"": ""41.232.121.202"", ""browser"": ""Safari""}",2023-11-08 12:28:45,,Youssef Adel
5594,UserLoggedIn,Squadron,,Squadron assignment updated by admin.,,198.153.89.14,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2023-07-03 22:14:03,"{""statusCode"": 500, ""ip"": ""8.140.72.172"", ""browser"": ""Chrome""}",2023-07-02 22:14:03,173.0,Guest user
8372,SquadronCreated,Auth,29.0,Bulk operation completed for selected records.,8.0,117.241.212.16,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""177.194.9.170"", ""browser"": ""Edge""}",2024-04-21 04:24:21,375.0,Kareem Fathy
9325,ProfileViewed,Enrollment,10.0,Squadron assignment updated by admin.,2.0,175.128.122.51,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 401, ""ip"": ""29.172.66.242"", ""browser"": ""Firefox""}",2025-03-21 04:21:42,466.0,Ahmed Ali
12943,BulkImportStudents,StudentImport,,Enrollment confirmed for the selected course.,7.0,49.112.221.44,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 401, ""ip"": ""192.202.141.253"", ""browser"": ""Edge""}",2023-09-14 14:28:50,159.0,Mona Samir
13429,AuthCreated,StudentImport,2.0,,,16.171.90.22,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 500, ""ip"": ""38.154.150.35"", ""browser"": ""Safari""}",2024-06-13 01:52:42,369.0,Guest user
4264,UserLoggedIn,Squadron,23.0,Password reset request was initiated.,2.0,63.83.159.104,curl/7.68.0,2024-03-19 19:43:01,"{""statusCode"": 400, ""ip"": ""47.32.130.171"", ""browser"": ""Firefox""}",2024-03-19 13:43:01,,Ahmed Ali
5937,SquadronCreated,Enrollment,27.0,Password reset request was initiated.,4.0,72.246.194.19,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""108.142.218.15"", ""browser"": ""Safari""}",2024-05-24 11:14:07,175.0,Omar Hassan
14756,LoginFailed,,16.0,User session expired and was terminated.,8.0,189.242.168.43,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""170.230.170.69"", ""browser"": ""Safari""}",2025-02-06 10:32:55,307.0,Kareem Fathy
3904,UserLoggedIn,,,Course registration period has been updated.,,222.67.149.58,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2024-11-13 04:03:18,,2024-11-12 22:03:18,682.0,Guest user
3971,SquadronUpdated,,10.0,Access token generated for session.,1.0,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""212.8.21.43"", ""browser"": ""Edge""}",2024-11-16 04:34:03,225.0,System Administrator
9806,LoginFailed,StudentImport,,Course registration period has been updated.,2.0,185.129.94.243,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""61.131.137.65"", ""browser"": ""Chrome""}",2024-09-14 14:40:21,451.0,Ahmed Ali
779,LoginFailed,StudentImport,,Profile information was reviewed.,,61.186.72.234,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""165.46.17.222"", ""browser"": ""Firefox""}",2024-06-05 16:50:33,356.0,Guest user
13464,AuthCreated,Auth,,Squadron assignment updated by admin.,8.0,210.9.170.40,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""60.234.80.218"", ""browser"": ""Safari""}",2023-04-26 07:14:04,287.0,Kareem Fathy
2499,ProfileViewed,,,New student record was added to the system.,8.0,115.11.47.195,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""134.198.138.231"", ""browser"": ""Safari""}",2024-04-28 04:40:36,5000.0,Kareem Fathy
14810,UserLoggedIn,Enrollment,47.0,Record was archived by the administrator.,3.0,179.232.62.145,curl/7.68.0,2025-04-20 09:12:49,"{""statusCode"": 200, ""ip"": ""157.222.171.27"", ""browser"": ""Safari""}",2025-04-20 07:12:49,354.0,Sara Mohamed
6453,ProfileViewed,StudentImport,27.0,Record was archived by the administrator.,1.0,154.212.62.144,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""115.31.224.242"", ""browser"": ""Firefox""}",2023-11-30 15:36:35,594.0,System Administrator
11550,SquadronUpdated,Squadron,33.0,Access token generated for session.,3.0,127.8.114.139,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 400, ""ip"": ""163.197.240.232"", ""browser"": ""Edge""}",2024-04-23 10:50:56,120.0,Sara Mohamed
2023,ProfileViewed,Enrollment,,Bulk operation completed for selected records.,6.0,113.40.21.247,curl/7.68.0,,"{""statusCode"": 500, ""ip"": ""96.85.227.78"", ""browser"": ""Chrome""}",2024-08-08 09:56:28,149.0,Youssef Adel
4361,SquadronCreated,Auth,,The system processed the request successfully.,3.0,153.204.155.73,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""152.58.5.20"", ""browser"": ""Safari""}",2024-09-15 14:14:35,9999.0,Sara Mohamed
9411,ProfileViewed,StudentImport,,Annual academic year data was synchronized.,6.0,184.108.22.24,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""7.235.132.135"", ""browser"": ""Edge""}",2024-02-25 10:06:02,254.0,Youssef Adel
7200,UserLoggedIn,Enrollment,36.0,Record was archived by the administrator.,7.0,79.124.204.35,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2024-01-20 13:43:50,"{""statusCode"": 200, ""ip"": ""72.127.204.117"", ""browser"": ""Edge""}",2024-01-20 12:43:50,382.0,Mona Samir
12904,UserLoggedIn,Enrollment,,Bulk operation completed for selected records.,6.0,76.250.199.63,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2022-10-14 20:51:22,"{""statusCode"": 200, ""ip"": ""79.74.206.193"", ""browser"": ""Edge""}",2022-10-14 19:51:22,82.0,Youssef Adel
173,LoginFailed,Squadron,32.0,,6.0,221.253.44.37,curl/7.68.0,,"{""statusCode"": 401, ""ip"": ""132.163.67.110"", ""browser"": ""Edge""}",2023-12-29 01:23:08,,Youssef Adel
13757,SquadronCreated,StudentImport,36.0,Course registration period has been updated.,3.0,142.83.106.191,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""233.94.226.86"", ""browser"": ""Edge""}",2025-02-08 10:24:06,420.0,Sara Mohamed
3520,SquadronCreated,StudentImport,,Access token generated for session.,7.0,219.169.2.58,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 401, ""ip"": ""11.237.155.119"", ""browser"": ""Chrome""}",2024-10-30 03:01:20,215.0,Mona Samir
7862,AuthCreated,Squadron,33.0,Annual academic year data was synchronized.,6.0,251.246.200.39,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""17.147.39.42"", ""browser"": ""Edge""}",2025-05-05 22:32:33,484.0,Youssef Adel
12326,AuthCreated,Enrollment,,The system processed the request successfully.,6.0,182.170.132.231,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""77.102.253.64"", ""browser"": ""Firefox""}",2024-09-21 13:40:10,256.0,Youssef Adel
8265,LoginFailed,Squadron,,User authentication was completed.,8.0,33.32.59.6,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""75.81.193.74"", ""browser"": ""Edge""}",2024-03-07 21:59:55,9999.0,Kareem Fathy
2065,LoginFailed,Auth,47.0,Password reset request was initiated.,6.0,104.17.131.147,,,CORRUPTED_JSON,2025-02-20 04:53:36,,Youssef Adel
6090,UserLoggedIn,StudentImport,,The system processed the request successfully.,6.0,178.118.4.123,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2024-06-30 03:52:49,"{""statusCode"": 400, ""ip"": ""8.182.53.240"", ""browser"": ""Chrome""}",2024-06-30 02:52:49,329.0,Youssef Adel
2857,UserLoggedIn,,,Data import finished without errors.,7.0,229.35.55.107,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2025-03-04 03:25:47,"{""statusCode"": 401, ""ip"": ""146.39.206.228"", ""browser"": ""Firefox""}",2025-03-03 21:25:47,537.0,Mona Samir
3538,ProfileViewed,Enrollment,16.0,Bulk operation completed for selected records.,2.0,68.5.42.182,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""218.23.98.184"", ""browser"": ""Chrome""}",2024-07-05 05:52:20,317.0,Ahmed Ali
12702,LoginFailed,Squadron,,Record was archived by the administrator.,,211.121.163.247,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""13.208.90.43"", ""browser"": ""Chrome""}",2024-11-13 18:25:19,275.0,Guest user
14500,SquadronUpdated,Auth,38.0,Enrollment confirmed for the selected course.,7.0,210.54.245.36,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""14.50.113.73"", ""browser"": ""Edge""}",2024-06-28 13:29:10,15000.0,Mona Samir
1993,LoginFailed,,,Password reset request was initiated.,,116.39.183.99,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,,2023-05-22 16:25:56,342.0,Guest user
9921,SquadronUpdated,Enrollment,40.0,Squadron assignment updated by admin.,,104.69.174.246,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""213.19.233.66"", ""browser"": ""Safari""}",2025-03-30 12:57:33,,Guest user
13748,ProfileViewed,Squadron,9.0,Password reset request was initiated.,8.0,209.203.85.254,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,CORRUPTED_JSON,2025-02-28 23:07:07,123.0,Kareem Fathy
396,LoginFailed,StudentImport,,Annual academic year data was synchronized.,,99.10.162.64,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""105.47.25.68"", ""browser"": ""Edge""}",2023-06-13 02:45:20,,Guest user
12033,ProfileViewed,StudentImport,2.0,Password reset request was initiated.,7.0,202.100.152.18,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""207.242.179.110"", ""browser"": ""Safari""}",2025-01-15 13:11:52,413.0,Mona Samir
12082,UserLoggedIn,StudentImport,17.0,Password reset request was initiated.,8.0,54.133.107.171,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2022-04-15 09:59:28,"{""statusCode"": 401, ""ip"": ""145.216.167.68"", ""browser"": ""Safari""}",2022-04-15 08:59:28,431.0,Kareem Fathy
12540,UserLoggedIn,Squadron,,Profile information was reviewed.,5.0,149.135.207.43,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2023-06-03 01:22:14,"{""statusCode"": 400, ""ip"": ""224.9.12.89"", ""browser"": ""Edge""}",2023-06-03 00:22:14,591.0,Nour Khalil
9863,UserLoggedIn,Squadron,33.0,,1.0,90.228.171.110,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2023-07-09 04:04:25,"{""statusCode"": 200, ""ip"": ""96.78.119.121"", ""browser"": ""Safari""}",2023-07-09 02:04:25,,System Administrator
10309,LoginFailed,StudentImport,18.0,Bulk operation completed for selected records.,3.0,18.153.188.118,curl/7.68.0,,"{""statusCode"": 401, ""ip"": ""18.4.249.218"", ""browser"": ""Safari""}",2024-01-07 05:03:01,,Sara Mohamed
3533,UserLoggedIn,Auth,14.0,Access token generated for session.,8.0,91.8.175.182,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2023-06-16 19:38:56,"{""statusCode"": 200, ""ip"": ""35.72.149.191"", ""browser"": ""Firefox""}",2023-06-16 17:38:56,285.0,Kareem Fathy
1886,AuthCreated,Enrollment,44.0,User authentication was completed.,7.0,43.143.250.16,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""65.141.150.157"", ""browser"": ""Chrome""}",2024-08-18 15:33:09,234.0,Mona Samir
4425,ProfileViewed,Auth,22.0,,3.0,145.122.234.174,curl/7.68.0,,,2023-03-09 08:05:44,9999.0,Sara Mohamed
1190,UserLoggedIn,Squadron,12.0,Bulk operation completed for selected records.,,177.80.172.174,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2022-07-23 21:56:01,"{""statusCode"": 500, ""ip"": ""183.254.167.1"", ""browser"": ""Safari""}",2022-07-22 21:56:01,,Guest user
14829,UserLoggedIn,,6.0,,1.0,211.32.124.136,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2025-03-17 21:59:07,"{""statusCode"": 200, ""ip"": ""48.128.99.70"", ""browser"": ""Safari""}",2025-03-17 19:59:07,18.0,System Administrator
6396,SquadronUpdated,Enrollment,30.0,New student record was added to the system.,,89.235.217.49,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""190.204.63.3"", ""browser"": ""Firefox""}",2024-08-18 19:35:24,326.0,Guest user
10272,AuthCreated,StudentImport,22.0,User session expired and was terminated.,7.0,1.106.229.220,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 500, ""ip"": ""226.136.52.102"", ""browser"": ""Edge""}",2024-06-02 17:44:20,269.0,Mona Samir
4167,SquadronCreated,Auth,44.0,Record was archived by the administrator.,8.0,226.1.8.209,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 500, ""ip"": ""226.221.142.46"", ""browser"": ""Firefox""}",2023-12-14 02:32:25,512.0,Kareem Fathy
1027,UserLoggedIn,,29.0,Password reset request was initiated.,8.0,52.36.125.73,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2024-09-02 20:30:26,"{""statusCode"": 200, ""ip"": ""125.7.87.155"", ""browser"": ""Firefox""}",2024-09-01 20:30:26,440.0,Kareem Fathy
9747,ProfileViewed,Squadron,18.0,Profile information was reviewed.,1.0,,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,,2024-06-13 12:49:40,,System Administrator
826,SquadronUpdated,,6.0,New student record was added to the system.,5.0,68.91.73.4,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""184.214.80.226"", ""browser"": ""Edge""}",2023-08-24 20:40:35,9999.0,Nour Khalil
1552,AuthCreated,Auth,35.0,Bulk operation completed for selected records.,3.0,,,,"{""statusCode"": 200, ""ip"": ""105.141.104.46"", ""browser"": ""Edge""}",2024-05-03 17:31:10,137.0,Sara Mohamed
10987,ProfileViewed,Enrollment,14.0,System backup was completed successfully.,1.0,216.254.4.98,curl/7.68.0,,CORRUPTED_JSON,2023-12-07 09:05:22,141.0,System Administrator
5719,AuthCreated,Squadron,46.0,Profile information was reviewed.,,161.99.63.163,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""82.225.251.46"", ""browser"": ""Firefox""}",2025-04-28 08:59:48,444.0,Guest user
11145,LoginFailed,Enrollment,14.0,User session expired and was terminated.,5.0,26.155.116.101,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 500, ""ip"": ""62.205.170.112"", ""browser"": ""Edge""}",2023-07-15 23:51:42,522.0,Nour Khalil
8955,SquadronUpdated,StudentImport,,Profile information was reviewed.,,98.212.32.158,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 400, ""ip"": ""238.80.46.100"", ""browser"": ""Safari""}",2025-02-24 21:28:05,189.0,Guest user
2333,ProfileViewed,,32.0,Bulk operation completed for selected records.,7.0,180.145.161.110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""134.120.127.61"", ""browser"": ""Edge""}",2025-03-09 17:10:28,490.0,Mona Samir
1630,UserLoggedIn,StudentImport,34.0,Profile information was reviewed.,2.0,238.129.186.117,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2024-07-16 05:33:40,"{""statusCode"": 200, ""ip"": ""199.242.116.99"", ""browser"": ""Firefox""}",2024-07-15 23:33:40,494.0,Ahmed Ali
3683,ProfileViewed,Enrollment,31.0,Bulk operation completed for selected records.,5.0,196.120.105.104,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 401, ""ip"": ""224.182.112.107"", ""browser"": ""Safari""}",2024-02-06 02:52:27,206.0,Nour Khalil
12165,UserLoggedIn,StudentImport,19.0,Annual academic year data was synchronized.,5.0,149.215.125.165,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2022-10-24 10:01:24,CORRUPTED_JSON,2022-10-24 08:01:24,172.0,Nour Khalil
9438,UserLoggedIn,Auth,,Data import finished without errors.,8.0,90.91.172.173,curl/7.68.0,2025-06-16 09:45:42,"{""statusCode"": 200, ""ip"": ""16.243.230.59"", ""browser"": ""Edge""}",2025-06-16 07:45:42,255.0,Kareem Fathy
2853,LoginFailed,Squadron,,The system processed the request successfully.,8.0,182.129.178.149,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,CORRUPTED_JSON,2024-05-21 07:45:58,142.0,Kareem Fathy
7525,AuthCreated,StudentImport,,Annual academic year data was synchronized.,5.0,44.28.168.10,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""185.181.224.193"", ""browser"": ""Chrome""}",2022-06-07 00:06:12,570.0,Nour Khalil
7306,BulkImportStudents,Auth,39.0,User authentication was completed.,1.0,138.138.46.217,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""31.212.204.159"", ""browser"": ""Chrome""}",2024-05-05 09:32:22,243.0,System Administrator
14519,ProfileViewed,StudentImport,36.0,User session expired and was terminated.,2.0,3.209.145.234,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""212.157.180.82"", ""browser"": ""Edge""}",2024-10-30 16:49:05,,Ahmed Ali
10210,SquadronCreated,Squadron,49.0,,5.0,23.56.142.239,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""10.23.71.169"", ""browser"": ""Firefox""}",2024-12-01 22:37:32,433.0,Nour Khalil
6348,ProfileViewed,Squadron,10.0,New student record was added to the system.,1.0,247.8.2.86,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""165.236.115.26"", ""browser"": ""Edge""}",2024-09-13 20:20:10,450.0,System Administrator
5754,ProfileViewed,Enrollment,35.0,System backup was completed successfully.,5.0,,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""254.18.239.187"", ""browser"": ""Edge""}",2024-01-28 13:12:56,708.0,Nour Khalil
10424,ProfileViewed,Enrollment,,Annual academic year data was synchronized.,3.0,89.113.174.113,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""193.171.208.94"", ""browser"": ""Firefox""}",2024-10-25 04:50:55,247.0,Sara Mohamed
6801,AuthCreated,Auth,37.0,User session expired and was terminated.,6.0,250.201.1.136,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""43.163.121.146"", ""browser"": ""Safari""}",2025-05-05 16:39:32,,Youssef Adel
13955,ProfileViewed,Enrollment,,New student record was added to the system.,7.0,134.75.88.32,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""103.52.223.170"", ""browser"": ""Firefox""}",2023-06-01 19:22:03,15000.0,Mona Samir
12069,AuthCreated,StudentImport,3.0,Record was archived by the administrator.,7.0,75.122.45.80,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""102.142.249.10"", ""browser"": ""Firefox""}",2025-03-03 17:37:52,541.0,Mona Samir
12375,AuthCreated,,,Record was archived by the administrator.,6.0,67.134.89.33,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""113.174.141.81"", ""browser"": ""Chrome""}",2023-04-02 17:13:50,321.0,Youssef Adel
4641,UserLoggedIn,Squadron,32.0,New student record was added to the system.,1.0,154.198.211.111,curl/7.68.0,2025-02-19 15:41:34,"{""statusCode"": 200, ""ip"": ""202.228.119.85"", ""browser"": ""Firefox""}",2025-02-19 09:41:34,,System Administrator
10328,SquadronCreated,Enrollment,31.0,Password reset request was initiated.,1.0,,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 500, ""ip"": ""174.237.31.151"", ""browser"": ""Firefox""}",2023-11-08 21:47:32,420.0,System Administrator
13858,SquadronCreated,Squadron,12.0,The system processed the request successfully.,7.0,77.34.205.85,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 400, ""ip"": ""253.239.207.119"", ""browser"": ""Chrome""}",2023-09-14 01:19:32,497.0,Mona Samir
2297,LoginFailed,Squadron,,User session expired and was terminated.,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 400, ""ip"": ""202.31.40.17"", ""browser"": ""Firefox""}",2024-08-17 02:16:48,369.0,Guest user
726,UserLoggedIn,Squadron,,User authentication was completed.,4.0,245.175.37.214,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2023-01-29 13:42:46,CORRUPTED_JSON,2023-01-29 07:42:46,,Omar Hassan
10102,AuthCreated,StudentImport,,User session expired and was terminated.,5.0,124.137.252.137,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""188.71.232.37"", ""browser"": ""Edge""}",2023-05-10 10:59:54,64.0,Nour Khalil
13605,AuthCreated,Squadron,9.0,User authentication was completed.,,,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""186.116.173.22"", ""browser"": ""Safari""}",2025-04-06 05:40:00,408.0,Guest user
3714,SquadronUpdated,StudentImport,20.0,Data import finished without errors.,5.0,152.124.38.112,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""168.97.249.183"", ""browser"": ""Chrome""}",2024-09-19 22:31:39,428.0,Nour Khalil
8810,LoginFailed,Auth,,Profile information was reviewed.,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""118.81.8.149"", ""browser"": ""Chrome""}",2025-01-19 08:27:29,91.0,Guest user
7389,UserLoggedIn,Enrollment,,User authentication was completed.,8.0,240.217.15.191,curl/7.68.0,2025-05-04 22:21:03,"{""statusCode"": 200, ""ip"": ""241.198.197.130"", ""browser"": ""Safari""}",2025-05-04 20:21:03,648.0,Kareem Fathy
5617,UserLoggedIn,StudentImport,23.0,,3.0,21.82.181.137,curl/7.68.0,2024-01-14 08:13:10,"{""statusCode"": 400, ""ip"": ""207.250.1.77"", ""browser"": ""Safari""}",2024-01-14 02:13:10,,Sara Mohamed
5867,UserLoggedIn,Auth,42.0,Record was archived by the administrator.,7.0,43.35.188.78,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2024-05-18 11:38:42,"{""statusCode"": 500, ""ip"": ""135.29.34.95"", ""browser"": ""Chrome""}",2024-05-18 09:38:42,285.0,Mona Samir
10278,SquadronCreated,,31.0,Squadron assignment updated by admin.,8.0,52.73.103.94,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 500, ""ip"": ""213.72.67.193"", ""browser"": ""Firefox""}",2024-11-25 20:17:01,168.0,Kareem Fathy
4205,LoginFailed,Enrollment,37.0,Squadron assignment updated by admin.,,59.182.97.128,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""62.107.154.96"", ""browser"": ""Edge""}",2024-05-18 00:21:57,39.0,Guest user
12784,UserLoggedIn,,14.0,Access token generated for session.,4.0,254.153.131.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-03-21 06:08:47,"{""statusCode"": 200, ""ip"": ""134.205.240.132"", ""browser"": ""Firefox""}",2024-03-21 00:08:47,446.0,Omar Hassan
