Id,ActionName,EntityName,EntityId,UserId,Timestamp,ProcessingTimeMs,UserFullName,UserId_WasNull,ProcessingTimeMs_WasNull,EntityId_WasNull,Timestamp_Year,Timestamp_Month,Timestamp_Weekday,Timestamp_Hour,IsBusinessHours,Timestamp_Week,SessionDurationHrs,IsLogin,IsProfile,IsBulk,ActionName_Enc,ProcessingTimeMs_Norm,EngagementIndex,ActionCount
14442,SquadronCreated,Enrollment,-1.0,6.0,2023-12-25 17:44:20,598.0,Youssef Adel,0,0,1,2023,12,0,17,1,52,0.0,0,0,0,4,0.059805980598059805,0.6785928272260137,1505
11004,AuthCreated,Auth,39.0,2.0,2023-12-03 01:04:39,232.0,Ahmed Ali,0,0,0,2023,12,6,1,0,48,0.0,0,0,0,0,0.023202320232023205,0.20540540540540597,1484
2999,AuthCreated,Auth,2.0,1.0,2024-11-24 06:57:50,325.0,System Administrator,0,0,0,2024,11,6,6,0,47,0.0,0,0,0,0,0.032503250325032505,0.8653308756240101,1557
11251,AuthCreated,StudentImport,-1.0,-1.0,2022-01-12 04:57:04,303.0,Guest user,1,1,1,2022,1,2,4,0,2,0.0,0,0,0,0,0.030303030303030304,0.0,0
2382,SquadronUpdated,Auth,37.0,6.0,2025-04-08 12:09:30,320.0,Youssef Adel,0,0,0,2025,4,1,12,1,15,0.0,0,0,0,5,0.032003200320032,0.6785928272260137,1505
11889,ProfileViewed,Unknown,40.0,-1.0,2025-06-24 18:11:15,274.0,Guest user,1,0,0,2025,6,1,18,1,26,0.0,0,1,0,3,0.027402740274027403,0.0,0
7883,LoginFailed,Unknown,-1.0,4.0,2022-09-11 13:58:05,175.0,Omar Hassan,0,0,1,2022,9,6,13,1,36,0.0,1,0,0,2,0.017501750175017504,0.4225583480753272,1483
10361,ProfileViewed,StudentImport,47.0,2.0,2024-06-13 10:46:08,331.0,Ahmed Ali,0,0,0,2024,6,3,10,1,24,0.0,0,1,0,3,0.03310331033103311,0.20540540540540597,1484
12522,UserLoggedIn,Squadron,8.0,5.0,2024-07-31 15:26:42,9999.0,Nour Khalil,0,0,0,2024,7,2,15,1,31,24.0,1,0,0,6,1.0,0.34058184123196084,1448
2010,ProfileViewed,Enrollment,32.0,1.0,2024-01-12 03:26:24,186.0,System Administrator,0,0,0,2024,1,4,3,0,2,0.0,0,1,0,3,0.0186018601860186,0.8653308756240101,1557
649,UserLoggedIn,Unknown,16.0,-1.0,2022-09-07 20:17:40,11.0,Guest user,1,0,0,2022,9,2,20,0,36,1.0,1,0,0,6,0.0011001100110011,0.0,0
10778,UserLoggedIn,StudentImport,49.0,4.0,2023-01-20 19:47:20,225.0,Omar Hassan,0,0,0,2023,1,4,19,0,3,6.0,1,0,0,6,0.022502250225022502,0.4225583480753272,1483
12866,LoginFailed,Enrollment,33.0,3.0,2024-06-18 12:34:44,428.0,Sara Mohamed,0,0,0,2024,6,1,12,1,25,0.0,1,0,0,2,0.0428042804280428,0.4,1446
7742,AuthCreated,Enrollment,41.0,7.0,2023-03-30 14:44:21,303.0,Mona Samir,0,1,0,2023,3,3,14,1,13,0.0,0,0,0,0,0.030303030303030304,0.4669550878475935,1522
7601,SquadronCreated,StudentImport,6.0,3.0,2022-10-03 23:53:40,225.0,Sara Mohamed,0,0,0,2022,10,0,23,0,40,0.0,0,0,0,4,0.022502250225022502,0.4,1446
11410,LoginFailed,Unknown,27.0,1.0,2025-04-26 10:51:33,307.0,System Administrator,0,0,0,2025,4,5,10,1,17,0.0,1,0,0,2,0.030703070307030705,0.8653308756240101,1557
11740,LoginFailed,Enrollment,19.0,7.0,2025-04-13 22:20:07,481.0,Mona Samir,0,0,0,2025,4,6,22,0,15,0.0,1,0,0,2,0.04810481048104811,0.4669550878475935,1522
8827,SquadronCreated,Enrollment,16.0,2.0,2025-03-02 02:10:25,250.0,Ahmed Ali,0,0,0,2025,3,6,2,0,9,0.0,0,0,0,4,0.025002500250025005,0.20540540540540597,1484
14149,AuthCreated,Unknown,41.0,4.0,2025-02-07 20:58:05,545.0,Omar Hassan,0,0,0,2025,2,4,20,0,6,0.0,0,0,0,0,0.054505450545054505,0.4225583480753272,1483
10169,UserLoggedIn,Auth,3.0,8.0,2024-07-25 12:30:04,303.0,Kareem Fathy,0,1,0,2024,7,3,12,1,30,1.0,1,0,0,6,0.030303030303030304,0.8813469184242003,1548
8248,UserLoggedIn,StudentImport,36.0,1.0,2024-10-05 02:53:14,303.0,System Administrator,0,1,0,2024,10,5,2,0,40,6.0,1,0,0,6,0.030303030303030304,0.8653308756240101,1557
10690,UserLoggedIn,Squadron,1.0,2.0,2022-11-24 00:39:27,137.0,Ahmed Ali,0,0,0,2022,11,3,0,0,47,6.0,1,0,0,6,0.013701370137013702,0.20540540540540597,1484
4369,ProfileViewed,Squadron,24.0,6.0,2025-05-08 20:15:27,303.0,Youssef Adel,0,1,0,2025,5,3,20,0,19,0.0,0,1,0,3,0.030303030303030304,0.6785928272260137,1505
11062,UserLoggedIn,StudentImport,-1.0,7.0,2024-03-23 07:58:15,107.0,Mona Samir,0,0,1,2024,3,5,7,0,12,6.0,1,0,0,6,0.0107010701070107,0.4669550878475935,1522
9021,UserLoggedIn,Auth,42.0,5.0,2024-08-13 17:00:29,310.0,Nour Khalil,0,0,0,2024,8,1,17,1,33,24.0,1,0,0,6,0.031003100310031003,0.34058184123196084,1448
6830,ProfileViewed,Unknown,12.0,6.0,2024-05-24 22:51:22,200.0,Youssef Adel,0,0,0,2024,5,4,22,0,21,0.0,0,1,0,3,0.020002000200020003,0.6785928272260137,1505
13190,LoginFailed,Unknown,44.0,4.0,2024-12-19 14:55:22,291.0,Omar Hassan,0,0,0,2024,12,3,14,1,51,0.0,1,0,0,2,0.029102910291029103,0.4225583480753272,1483
13415,ProfileViewed,Auth,3.0,3.0,2024-04-01 13:12:52,658.0,Sara Mohamed,0,0,0,2024,4,0,13,1,14,0.0,0,1,0,3,0.06580658065806581,0.4,1446
2179,LoginFailed,Squadron,22.0,4.0,2022-11-17 22:02:40,64.0,Omar Hassan,0,0,0,2022,11,3,22,0,46,0.0,1,0,0,2,0.006400640064006401,0.4225583480753272,1483
2679,ProfileViewed,StudentImport,13.0,1.0,2024-04-25 21:28:47,412.0,System Administrator,0,0,0,2024,4,3,21,0,17,0.0,0,1,0,3,0.041204120412041204,0.8653308756240101,1557
13270,ProfileViewed,Auth,7.0,1.0,2025-06-14 08:52:00,115.0,System Administrator,0,0,0,2025,6,5,8,1,24,0.0,0,1,0,3,0.011501150115011502,0.8653308756240101,1557
2273,LoginFailed,StudentImport,5.0,3.0,2025-03-05 02:10:08,550.0,Sara Mohamed,0,0,0,2025,3,2,2,0,10,0.0,1,0,0,2,0.05500550055005501,0.4,1446
10709,LoginFailed,Enrollment,-1.0,2.0,2024-11-30 07:04:37,91.0,Ahmed Ali,0,0,1,2024,11,5,7,0,48,0.0,1,0,0,2,0.009100910091009102,0.20540540540540597,1484
11371,ProfileViewed,Auth,36.0,4.0,2023-11-23 23:34:45,349.0,Omar Hassan,0,0,0,2023,11,3,23,0,47,0.0,0,1,0,3,0.03490349034903491,0.4225583480753272,1483
12396,AuthCreated,Auth,7.0,2.0,2024-12-25 04:11:43,122.0,Ahmed Ali,0,0,0,2024,12,2,4,0,52,0.0,0,0,0,0,0.012201220122012201,0.20540540540540597,1484
14505,UserLoggedIn,Squadron,45.0,1.0,2025-04-19 08:45:55,274.0,System Administrator,0,0,0,2025,4,5,8,1,16,2.0,1,0,0,6,0.027402740274027403,0.8653308756240101,1557
9819,LoginFailed,Enrollment,-1.0,1.0,2023-10-05 13:41:29,544.0,System Administrator,0,0,1,2023,10,3,13,1,40,0.0,1,0,0,2,0.054405440544054405,0.8653308756240101,1557
10003,LoginFailed,StudentImport,-1.0,4.0,2023-07-27 09:16:39,154.0,Omar Hassan,0,0,1,2023,7,3,9,1,30,0.0,1,0,0,2,0.015401540154015403,0.4225583480753272,1483
11811,ProfileViewed,Unknown,21.0,8.0,2023-05-25 22:22:52,137.0,Kareem Fathy,0,0,0,2023,5,3,22,0,21,0.0,0,1,0,3,0.013701370137013702,0.8813469184242003,1548
10687,AuthCreated,Unknown,31.0,6.0,2022-04-04 14:33:26,264.0,Youssef Adel,0,0,0,2022,4,0,14,1,14,0.0,0,0,0,0,0.026402640264026403,0.6785928272260137,1505
8195,LoginFailed,Squadron,-1.0,-1.0,2023-02-27 03:34:23,1.0,Guest user,1,0,1,2023,2,0,3,0,9,0.0,1,0,0,2,0.00010001000100010001,0.0,0
3781,ProfileViewed,Squadron,26.0,3.0,2025-05-14 20:45:32,164.0,Sara Mohamed,0,0,0,2025,5,2,20,0,20,0.0,0,1,0,3,0.016401640164016403,0.4,1446
9007,UserLoggedIn,StudentImport,-1.0,3.0,2024-09-27 12:18:14,328.0,Sara Mohamed,0,0,1,2024,9,4,12,1,39,1.0,1,0,0,6,0.032803280328032806,0.4,1446
3262,LoginFailed,Auth,6.0,4.0,2022-02-03 00:48:57,316.0,Omar Hassan,0,0,0,2022,2,3,0,0,5,0.0,1,0,0,2,0.0316031603160316,0.4225583480753272,1483
13411,BulkImportStudents,Squadron,-1.0,5.0,2023-06-15 00:00:22,367.0,Nour Khalil,0,0,1,2023,6,3,0,0,24,0.0,0,0,1,1,0.03670367036703671,0.34058184123196084,1448
10925,SquadronUpdated,Auth,4.0,8.0,2024-02-23 19:31:54,191.0,Kareem Fathy,0,0,0,2024,2,4,19,0,8,0.0,0,0,0,5,0.019101910191019103,0.8813469184242003,1548
2959,SquadronCreated,Auth,3.0,3.0,2025-04-24 22:04:42,130.0,Sara Mohamed,0,0,0,2025,4,3,22,0,17,0.0,0,0,0,4,0.013001300130013002,0.4,1446
9641,AuthCreated,StudentImport,-1.0,-1.0,2025-01-30 16:02:29,301.0,Guest user,1,0,1,2025,1,3,16,1,5,0.0,0,0,0,0,0.030103010301030103,0.0,0
3794,LoginFailed,Auth,-1.0,-1.0,2023-12-10 03:27:46,565.0,Guest user,1,0,1,2023,12,6,3,0,49,0.0,1,0,0,2,0.056505650565056506,0.0,0
3958,SquadronUpdated,StudentImport,-1.0,2.0,2025-06-10 17:46:12,344.0,Ahmed Ali,0,0,1,2025,6,1,17,1,24,0.0,0,0,0,5,0.034403440344034406,0.20540540540540597,1484
2968,UserLoggedIn,Enrollment,33.0,1.0,2024-01-11 03:08:51,303.0,System Administrator,0,1,0,2024,1,3,3,0,2,2.0,1,0,0,6,0.030303030303030304,0.8653308756240101,1557
2961,LoginFailed,Enrollment,45.0,2.0,2024-04-11 10:54:18,250.0,Ahmed Ali,0,0,0,2024,4,3,10,1,15,0.0,1,0,0,2,0.025002500250025005,0.20540540540540597,1484
12873,UserLoggedIn,Auth,-1.0,8.0,2025-02-14 17:32:47,303.0,Kareem Fathy,0,1,1,2025,2,4,17,1,7,24.0,1,0,0,6,0.030303030303030304,0.8813469184242003,1548
11357,SquadronUpdated,Unknown,-1.0,6.0,2025-02-27 22:36:17,303.0,Youssef Adel,0,1,1,2025,2,3,22,0,9,0.0,0,0,0,5,0.030303030303030304,0.6785928272260137,1505
13585,SquadronUpdated,Auth,17.0,6.0,2024-11-03 09:39:37,446.0,Youssef Adel,0,0,0,2024,11,6,9,1,44,0.0,0,0,0,5,0.0446044604460446,0.6785928272260137,1505
5901,UserLoggedIn,Squadron,-1.0,-1.0,2022-02-28 05:11:49,434.0,Guest user,1,0,1,2022,2,0,5,0,9,24.0,1,0,0,6,0.043404340434043405,0.0,0
19,LoginFailed,Auth,36.0,-1.0,2024-08-17 13:49:26,89.0,Guest user,1,0,0,2024,8,5,13,1,33,0.0,1,0,0,2,0.0089008900890089,0.0,0
11731,SquadronUpdated,Squadron,-1.0,6.0,2023-11-16 04:49:36,202.0,Youssef Adel,0,0,1,2023,11,3,4,0,46,0.0,0,0,0,5,0.020202020202020204,0.6785928272260137,1505
12975,LoginFailed,Enrollment,48.0,4.0,2024-04-17 05:39:17,211.0,Omar Hassan,0,0,0,2024,4,2,5,0,16,0.0,1,0,0,2,0.021102110211021104,0.4225583480753272,1483
14742,ProfileViewed,Unknown,21.0,4.0,2024-02-16 04:01:59,263.0,Omar Hassan,0,0,0,2024,2,4,4,0,7,0.0,0,1,0,3,0.026302630263026303,0.4225583480753272,1483
5755,UserLoggedIn,Unknown,27.0,3.0,2023-06-23 17:20:33,425.0,Sara Mohamed,0,0,0,2023,6,4,17,1,25,2.0,1,0,0,6,0.04250425042504251,0.4,1446
3517,UserLoggedIn,Squadron,-1.0,5.0,2025-04-14 22:08:58,377.0,Nour Khalil,0,0,1,2025,4,0,22,0,16,1.0,1,0,0,6,0.037703770377037704,0.34058184123196084,1448
5533,ProfileViewed,StudentImport,7.0,7.0,2022-01-23 02:57:12,303.0,Mona Samir,0,1,0,2022,1,6,2,0,3,0.0,0,1,0,3,0.030303030303030304,0.4669550878475935,1522
2400,ProfileViewed,Enrollment,-1.0,3.0,2024-08-05 10:21:59,256.0,Sara Mohamed,0,0,1,2024,8,0,10,1,32,0.0,0,1,0,3,0.025602560256025603,0.4,1446
1241,UserLoggedIn,Unknown,-1.0,6.0,2023-01-18 03:50:53,328.0,Youssef Adel,0,0,1,2023,1,2,3,0,3,2.0,1,0,0,6,0.032803280328032806,0.6785928272260137,1505
13622,ProfileViewed,StudentImport,14.0,7.0,2025-03-08 01:58:31,496.0,Mona Samir,0,0,0,2025,3,5,1,0,10,0.0,0,1,0,3,0.04960496049604961,0.4669550878475935,1522
3883,ProfileViewed,Unknown,-1.0,2.0,2024-05-07 17:33:35,144.0,Ahmed Ali,0,0,1,2024,5,1,17,1,19,0.0,0,1,0,3,0.014401440144014403,0.20540540540540597,1484
85,LoginFailed,Enrollment,31.0,-1.0,2023-04-22 21:43:28,174.0,Guest user,1,0,0,2023,4,5,21,0,16,0.0,1,0,0,2,0.017401740174017404,0.0,0
7940,ProfileViewed,Enrollment,47.0,4.0,2025-03-15 17:27:45,406.0,Omar Hassan,0,0,0,2025,3,5,17,1,11,0.0,0,1,0,3,0.04060406040604061,0.4225583480753272,1483
4678,ProfileViewed,Enrollment,-1.0,5.0,2023-07-16 09:30:30,449.0,Nour Khalil,0,0,1,2023,7,6,9,1,28,0.0,0,1,0,3,0.044904490449044904,0.34058184123196084,1448
10066,UserLoggedIn,Auth,47.0,6.0,2024-02-27 15:24:18,327.0,Youssef Adel,0,0,0,2024,2,1,15,1,9,1.0,1,0,0,6,0.032703270327032706,0.6785928272260137,1505
2251,UserLoggedIn,Auth,40.0,8.0,2024-08-06 03:28:44,111.0,Kareem Fathy,0,0,0,2024,8,1,3,0,32,1.0,1,0,0,6,0.011101110111011102,0.8813469184242003,1548
6690,ProfileViewed,Squadron,2.0,8.0,2025-06-15 23:56:11,192.0,Kareem Fathy,0,0,0,2025,6,6,23,0,24,0.0,0,1,0,3,0.019201920192019203,0.8813469184242003,1548
59,UserLoggedIn,StudentImport,12.0,5.0,2022-10-08 02:42:06,161.0,Nour Khalil,0,0,0,2022,10,5,2,0,40,24.0,1,0,0,6,0.016101610161016102,0.34058184123196084,1448
14206,SquadronUpdated,Unknown,5.0,2.0,2025-06-05 20:56:29,9999.0,Ahmed Ali,0,0,0,2025,6,3,20,0,23,0.0,0,0,0,5,1.0,0.20540540540540597,1484
12599,UserLoggedIn,Squadron,16.0,4.0,2025-06-20 06:40:03,326.0,Omar Hassan,0,0,0,2025,6,4,6,0,25,1.0,1,0,0,6,0.032603260326032606,0.4225583480753272,1483
6269,UserLoggedIn,StudentImport,28.0,-1.0,2024-11-16 11:04:45,502.0,Guest user,1,0,0,2024,11,5,11,1,46,6.0,1,0,0,6,0.05020502050205021,0.0,0
12339,ProfileViewed,Auth,14.0,8.0,2025-01-14 02:53:05,600.0,Kareem Fathy,0,0,0,2025,1,1,2,0,3,0.0,0,1,0,3,0.060006000600060005,0.8813469184242003,1548
5504,UserLoggedIn,Auth,14.0,7.0,2023-12-04 14:22:55,245.0,Mona Samir,0,0,0,2023,12,0,14,1,49,1.0,1,0,0,6,0.024502450245024503,0.4669550878475935,1522
2793,UserLoggedIn,StudentImport,48.0,6.0,2024-12-23 18:26:10,303.0,Youssef Adel,0,1,0,2024,12,0,18,1,52,24.0,1,0,0,6,0.030303030303030304,0.6785928272260137,1505
3529,SquadronUpdated,Enrollment,-1.0,8.0,2025-03-17 20:27:49,303.0,Kareem Fathy,0,1,1,2025,3,0,20,0,12,0.0,0,0,0,5,0.030303030303030304,0.8813469184242003,1548
10748,UserLoggedIn,Unknown,3.0,4.0,2023-08-20 04:25:07,171.0,Omar Hassan,0,0,0,2023,8,6,4,0,33,1.0,1,0,0,6,0.017101710171017102,0.4225583480753272,1483
9865,SquadronUpdated,StudentImport,39.0,7.0,2025-06-17 01:48:53,244.0,Mona Samir,0,0,0,2025,6,1,1,0,25,0.0,0,0,0,5,0.024402440244024402,0.4669550878475935,1522
4848,UserLoggedIn,Squadron,30.0,-1.0,2025-05-01 03:18:13,221.0,Guest user,1,0,0,2025,5,3,3,0,18,2.0,1,0,0,6,0.022102210221022104,0.0,0
11163,SquadronUpdated,StudentImport,3.0,5.0,2024-07-18 21:50:19,427.0,Nour Khalil,0,0,0,2024,7,3,21,0,29,0.0,0,0,0,5,0.0427042704270427,0.34058184123196084,1448
6240,SquadronCreated,Squadron,9.0,6.0,2025-04-13 03:37:49,5.0,Youssef Adel,0,0,0,2025,4,6,3,0,15,0.0,0,0,0,4,0.0005000500050005,0.6785928272260137,1505
5568,UserLoggedIn,Enrollment,-1.0,5.0,2024-03-06 12:24:57,357.0,Nour Khalil,0,0,1,2024,3,2,12,1,10,24.0,1,0,0,6,0.035703570357035704,0.34058184123196084,1448
11487,SquadronUpdated,StudentImport,1.0,8.0,2024-11-19 17:38:48,223.0,Kareem Fathy,0,0,0,2024,11,1,17,1,47,0.0,0,0,0,5,0.0223022302230223,0.8813469184242003,1548
4547,BulkImportStudents,Unknown,13.0,7.0,2024-12-10 18:59:30,417.0,Mona Samir,0,0,0,2024,12,1,18,1,50,0.0,0,0,1,1,0.041704170417041705,0.4669550878475935,1522
8658,LoginFailed,Enrollment,-1.0,7.0,2023-09-19 17:59:28,397.0,Mona Samir,0,0,1,2023,9,1,17,1,38,0.0,1,0,0,2,0.039703970397039705,0.4669550878475935,1522
14310,BulkImportStudents,Squadron,34.0,-1.0,2025-04-28 09:24:21,278.0,Guest user,1,0,0,2025,4,0,9,1,18,0.0,0,0,1,1,0.027802780278027805,0.0,0
12226,UserLoggedIn,Unknown,21.0,-1.0,2022-09-13 23:32:35,153.0,Guest user,1,0,0,2022,9,1,23,0,37,6.0,1,0,0,6,0.015301530153015303,0.0,0
2474,ProfileViewed,Auth,-1.0,8.0,2025-02-19 01:12:07,126.0,Kareem Fathy,0,0,1,2025,2,2,1,0,8,0.0,0,1,0,3,0.012601260126012601,0.8813469184242003,1548
10875,LoginFailed,StudentImport,-1.0,2.0,2025-03-05 18:12:05,523.0,Ahmed Ali,0,0,1,2025,3,2,18,1,10,0.0,1,0,0,2,0.052305230523052304,0.20540540540540597,1484
1741,SquadronCreated,Enrollment,47.0,7.0,2024-12-13 07:17:18,239.0,Mona Samir,0,0,0,2024,12,4,7,0,50,0.0,0,0,0,4,0.023902390239023904,0.4669550878475935,1522
3707,AuthCreated,Unknown,-1.0,-1.0,2025-01-18 09:24:22,250.0,Guest user,1,0,1,2025,1,5,9,1,3,0.0,0,0,0,0,0.025002500250025005,0.0,0
9868,SquadronUpdated,Enrollment,47.0,4.0,2024-01-29 06:49:30,138.0,Omar Hassan,0,0,0,2024,1,0,6,0,5,0.0,0,0,0,5,0.013801380138013802,0.4225583480753272,1483
11824,AuthCreated,StudentImport,23.0,7.0,2023-04-11 21:40:58,103.0,Mona Samir,0,0,0,2023,4,1,21,0,15,0.0,0,0,0,0,0.010301030103010301,0.4669550878475935,1522
9547,LoginFailed,Auth,1.0,5.0,2025-05-24 01:33:05,259.0,Nour Khalil,0,0,0,2025,5,5,1,0,21,0.0,1,0,0,2,0.025902590259025905,0.34058184123196084,1448
6710,UserLoggedIn,StudentImport,24.0,4.0,2025-03-03 20:10:13,420.0,Omar Hassan,0,0,0,2025,3,0,20,0,10,24.0,1,0,0,6,0.04200420042004201,0.4225583480753272,1483
8669,UserLoggedIn,Auth,-1.0,2.0,2022-03-02 14:53:28,9999.0,Ahmed Ali,0,0,1,2022,3,2,14,1,9,6.0,1,0,0,6,1.0,0.20540540540540597,1484
8760,BulkImportStudents,Unknown,-1.0,2.0,2025-05-31 16:15:47,303.0,Ahmed Ali,0,1,1,2025,5,5,16,1,22,0.0,0,0,1,1,0.030303030303030304,0.20540540540540597,1484
12884,ProfileViewed,Auth,31.0,7.0,2025-01-22 03:31:56,303.0,Mona Samir,0,1,0,2025,1,2,3,0,4,0.0,0,1,0,3,0.030303030303030304,0.4669550878475935,1522
2610,ProfileViewed,Enrollment,-1.0,2.0,2025-02-11 17:22:05,252.0,Ahmed Ali,0,0,1,2025,2,1,17,1,7,0.0,0,1,0,3,0.025202520252025202,0.20540540540540597,1484
10681,LoginFailed,Auth,2.0,6.0,2025-04-12 18:43:51,112.0,Youssef Adel,0,0,0,2025,4,5,18,1,15,0.0,1,0,0,2,0.0112011201120112,0.6785928272260137,1505
12580,LoginFailed,StudentImport,27.0,4.0,2023-09-15 04:42:18,220.0,Omar Hassan,0,0,0,2023,9,4,4,0,37,0.0,1,0,0,2,0.022002200220022004,0.4225583480753272,1483
4927,UserLoggedIn,Auth,-1.0,7.0,2024-02-04 07:40:24,171.0,Mona Samir,0,0,1,2024,2,6,7,0,5,2.0,1,0,0,6,0.017101710171017102,0.4669550878475935,1522
13619,UserLoggedIn,Unknown,18.0,7.0,2024-06-14 20:39:21,535.0,Mona Samir,0,0,0,2024,6,4,20,0,24,1.0,1,0,0,6,0.05350535053505351,0.4669550878475935,1522
13919,AuthCreated,Squadron,1.0,5.0,2024-01-04 21:42:48,220.0,Nour Khalil,0,0,0,2024,1,3,21,0,1,0.0,0,0,0,0,0.022002200220022004,0.34058184123196084,1448
14091,UserLoggedIn,Auth,50.0,8.0,2025-01-28 22:17:13,274.0,Kareem Fathy,0,0,0,2025,1,1,22,0,5,1.0,1,0,0,6,0.027402740274027403,0.8813469184242003,1548
12076,ProfileViewed,StudentImport,40.0,6.0,2025-05-28 23:10:21,149.0,Youssef Adel,0,0,0,2025,5,2,23,0,22,0.0,0,1,0,3,0.014901490149014903,0.6785928272260137,1505
13468,ProfileViewed,Enrollment,22.0,1.0,2025-06-27 11:13:12,337.0,System Administrator,0,0,0,2025,6,4,11,1,26,0.0,0,1,0,3,0.0337033703370337,0.8653308756240101,1557
6837,LoginFailed,StudentImport,11.0,-1.0,2023-08-09 00:08:16,303.0,Guest user,1,1,0,2023,8,2,0,0,32,0.0,1,0,0,2,0.030303030303030304,0.0,0
5953,UserLoggedIn,Auth,42.0,-1.0,2022-08-28 14:18:16,336.0,Guest user,1,0,0,2022,8,6,14,1,34,1.0,1,0,0,6,0.0336033603360336,0.0,0
10417,UserLoggedIn,Enrollment,-1.0,4.0,2024-04-06 13:48:08,93.0,Omar Hassan,0,0,1,2024,4,5,13,1,14,6.0,1,0,0,6,0.0093009300930093,0.4225583480753272,1483
9463,AuthCreated,StudentImport,1.0,4.0,2024-03-13 19:32:04,148.0,Omar Hassan,0,0,0,2024,3,2,19,0,11,0.0,0,0,0,0,0.014801480148014802,0.4225583480753272,1483
5685,UserLoggedIn,Unknown,38.0,6.0,2024-03-02 12:30:40,303.0,Youssef Adel,0,1,0,2024,3,5,12,1,9,6.0,1,0,0,6,0.030303030303030304,0.6785928272260137,1505
3438,UserLoggedIn,Squadron,3.0,-1.0,2023-05-14 14:16:44,303.0,Guest user,1,1,0,2023,5,6,14,1,19,1.0,1,0,0,6,0.030303030303030304,0.0,0
230,UserLoggedIn,StudentImport,-1.0,4.0,2022-06-21 09:01:50,165.0,Omar Hassan,0,0,1,2022,6,1,9,1,25,2.0,1,0,0,6,0.016501650165016504,0.4225583480753272,1483
11230,AuthCreated,Squadron,2.0,4.0,2024-07-02 00:08:45,341.0,Omar Hassan,0,0,0,2024,7,1,0,0,27,0.0,0,0,0,0,0.034103410341034104,0.4225583480753272,1483
13505,ProfileViewed,Auth,9.0,-1.0,2025-04-11 12:29:02,349.0,Guest user,1,0,0,2025,4,4,12,1,15,0.0,0,1,0,3,0.03490349034903491,0.0,0
14000,BulkImportStudents,Squadron,-1.0,8.0,2025-05-03 08:48:26,167.0,Kareem Fathy,0,0,1,2025,5,5,8,1,18,0.0,0,0,1,1,0.0167016701670167,0.8813469184242003,1548
4676,ProfileViewed,Squadron,43.0,8.0,2025-04-19 00:55:48,31.0,Kareem Fathy,0,0,0,2025,4,5,0,0,16,0.0,0,1,0,3,0.0031003100310031005,0.8813469184242003,1548
10485,ProfileViewed,Squadron,8.0,3.0,2022-01-18 12:29:52,241.0,Sara Mohamed,0,0,0,2022,1,1,12,1,3,0.0,0,1,0,3,0.024102410241024105,0.4,1446
1798,UserLoggedIn,Enrollment,4.0,2.0,2023-12-30 10:25:32,303.0,Ahmed Ali,0,1,0,2023,12,5,10,1,52,2.0,1,0,0,6,0.030303030303030304,0.20540540540540597,1484
3290,SquadronCreated,Enrollment,-1.0,7.0,2024-05-24 20:30:27,307.0,Mona Samir,0,0,1,2024,5,4,20,0,21,0.0,0,0,0,4,0.030703070307030705,0.4669550878475935,1522
13650,ProfileViewed,Enrollment,48.0,6.0,2025-04-05 21:10:07,303.0,Youssef Adel,0,1,0,2025,4,5,21,0,14,0.0,0,1,0,3,0.030303030303030304,0.6785928272260137,1505
8984,LoginFailed,Unknown,-1.0,6.0,2024-03-12 13:59:50,82.0,Youssef Adel,0,0,1,2024,3,1,13,1,11,0.0,1,0,0,2,0.008200820082008202,0.6785928272260137,1505
7788,ProfileViewed,Squadron,-1.0,8.0,2022-05-24 10:42:32,421.0,Kareem Fathy,0,0,1,2022,5,1,10,1,21,0.0,0,1,0,3,0.04210421042104211,0.8813469184242003,1548
897,AuthCreated,Unknown,-1.0,4.0,2023-09-10 10:05:21,478.0,Omar Hassan,0,0,1,2023,9,6,10,1,36,0.0,0,0,0,0,0.04780478047804781,0.4225583480753272,1483
1850,AuthCreated,StudentImport,49.0,6.0,2025-02-09 09:44:52,324.0,Youssef Adel,0,0,0,2025,2,6,9,1,6,0.0,0,0,0,0,0.032403240324032405,0.6785928272260137,1505
14694,LoginFailed,Squadron,31.0,7.0,2024-12-22 20:37:55,346.0,Mona Samir,0,0,0,2024,12,6,20,0,51,0.0,1,0,0,2,0.034603460346034606,0.4669550878475935,1522
13666,ProfileViewed,Unknown,-1.0,2.0,2024-09-05 04:26:27,264.0,Ahmed Ali,0,0,1,2024,9,3,4,0,36,0.0,0,1,0,3,0.026402640264026403,0.20540540540540597,1484
2502,LoginFailed,StudentImport,16.0,6.0,2025-05-06 14:49:08,262.0,Youssef Adel,0,0,0,2025,5,1,14,1,19,0.0,1,0,0,2,0.026202620262026202,0.6785928272260137,1505
10662,UserLoggedIn,StudentImport,9.0,8.0,2024-08-21 21:47:57,213.0,Kareem Fathy,0,0,0,2024,8,2,21,0,34,2.0,1,0,0,6,0.021302130213021304,0.8813469184242003,1548
7019,UserLoggedIn,Squadron,1.0,7.0,2025-02-11 14:45:46,215.0,Mona Samir,0,0,0,2025,2,1,14,1,7,1.0,1,0,0,6,0.0215021502150215,0.4669550878475935,1522
6365,ProfileViewed,Unknown,-1.0,5.0,2024-05-31 14:12:17,622.0,Nour Khalil,0,0,1,2024,5,4,14,1,22,0.0,0,1,0,3,0.06220622062206221,0.34058184123196084,1448
